question,intent,entity,answer
Charcot-Marie-Tooth,Triệu chứng,Charcot-Marie-Tooth,"Dị tật chân, Giảm khả năng vận động, Dáng đi vụng về hoặc không bình thường, Mất trương lực cơ, Đau xương và cơ bắp, Giảm cảm giác về nhiệt, Các vết loét ở chân lâu lành"
Charcot-Marie-Tooth,Điều trị,Charcot-Marie-Tooth,"Tăng cường giản cơ để ngăn chặn căng và teo cơ, Sử dụng thiết bị chỉnh hình, Phẫu thuật, Vật lí trị liệu và phục hồi chức năng"
Charcot-Marie-Tooth,Nguyên nhân,Charcot-Marie-Tooth,"Sự đột biến gen liên quan làm các chức năng dây thần kinh bị rối loạn tín hiệu, Mắc các bệnh rối loạn chuyển hóa như đái tháo đường"
Creutzfeldt-Jakob,Triệu chứng,Creutzfeldt-Jakob,"Thay đổi tính cách, Mất trí nhớ, Suy giảm khả năng suy nghĩ, Mất ngủ, Mất phối hợp động tác, Khó nói, Khó nuốt, Động tác giật cơ"
Creutzfeldt-Jakob,Điều trị,Creutzfeldt-Jakob,"Thuốc gây nghiện để giảm đau, Thuốc điều trị co thắt cơ, Truyền dịch, Cho ăn qua sonde"
Creutzfeldt-Jakob,Nguyên nhân,Creutzfeldt-Jakob,Prion hay protein bất thường gây tổn thương thần kinh
Hội chứng Brown-Séquard,Triệu chứng,Brown-Séquard syndrome,"Mát cảm giác, Liệt nửa người, Liệt bất đối xứng, Mất cảm giác đau, Mất cảm giác về nhiệt độ, Mất cảm giác dải hẹp hoàn toàn"
Hội chứng Brown-Séquard,Điều trị,Brown-Séquard syndrome,"Phẫu thuật chèn ép, Vật lí trị liệu và phục hồi chức năng, Thiết bị hỗ trợ"
Hội chứng Brown-Séquard,Nguyên nhân,Brown-Séquard syndrome,"Do chấn thương, Do gãy đốt sống, Xơ cứng lan tỏa, Áp xe ngoài màng cứng, Rối loạn cột sống, Thoái hóa đốt sống cổ, U nang màng nhện, U máu màng cứng"
Hội chứng Guillain-Barré,Triệu chứng,Guillain-Barré syndrome,"Ngứa hay mất cảm giác trên vùng ngón tay hoặc ngón chân, Đi bộ không ổn định, Mất khả năng đi bộ, Vùng lưng dưới đau dữ dội, Khó khăn trong việc kiểm soát bàng quang, Chậm nhịp tim, Huyết áp thấp, Tình trạng khó thở"
Hội chứng Guillain-Barré,Điều trị,Guillain-Barré syndrome,"Điều trị bằng huyết tương tinh chế, Globulin miễn dịch"
Hội chứng Guillain-Barré,Nguyên nhân,Guillain-Barré syndrome,"Tiền sử có nhiễm Campylobacter hay Cytomegalovirus, Nhiễm Mycoplasma hoặc các loại nhiễm trùng khác, Rối loạn tự miễn sau khi nhiễm virus hoặc vi khuẩn,Nhiễm trùng, Hệ miễn dịch bị tấn công, Rối loạn miễn dịch sau nhiễm virus, Tiêm vaccine "
Hội chứng conus medullaris,Triệu chứng,Conus medullaris syndrome,"Đau lưng dữ đội, Cảm giác lạ hay khó chịu ở lưng, Rối loạn chức năng ruột và bàng quang, Rối loạn chức năng tình dục"
Hội chứng conus medullaris,Điều trị,Conus medullaris syndrome,"Phẫu thuật giải nén cột sống, Thực hiện xạ trị, Vật lí trị liệu và phục hồi chức năng"
Hội chứng conus medullaris,Nguyên nhân,Conus medullaris syndrome,"Do các chấn thương, U tủy, Thoát vị đĩa đệm năng"
Hội chứng người cứng,Triệu chứng,Stiff person syndrome,"Co cứng cơ toàn thân, Nhạy cảm với âm thanh, Giật mình, Cơn co thắt kéo dài, Trầm cảm, Nhịp tim nhanh"
Hội chứng người cứng,Điều trị,Stiff person syndrome,"Thuốc nhóm Benzodiazepam, Thuốc giãn cơ như baclofen, Thuốc chống động kinh, Thuốc nhóm steroid, Phương pháp truyền tĩnh mạch, Kết hợp lý liệu pháp"
Hội chứng người cứng,Nguyên nhân,Stiff person syndrome,Khả năng tự miễn làm co cứng cơ liên tục
Hội chứng tủy sống trung tâm,Triệu chứng,Central spinal cord syndrome,"Yếu cơ tay năng hơn chân, Mất cảm giác, Rối loạn vận động"
Hội chứng tủy sống trung tâm,Điều trị,Central spinal cord syndrome,"Phẫu thuật chèn ép nặng, Vật lí trị liệu và phục hồi chức năng, Thuốc hỗ trợ phục hồi"
Hội chứng tủy sống trung tâm,Nguyên nhân,Central spinal cord syndrome,"Chấn thương cột sống, Khối u trong ống sống, Viêm thoái hóa cột sống, Thoái hóa đốt sống cổ, Thoái hóa xương đốt sống"
Hội chứng đuôi ngựa,Triệu chứng,Cauda equina syndrome,"Đau thắt lưng dữ dội, Yếu liệt cơ, Rối loạn cơ, Mất Cảm giác cơ, Mất cảm giác vùng Chậu, Rối loạn chức năng bàng quang, Đại tiểu tiện mất tự chủ, Rối loạn cảm giác bàng quang hay trực tràng, Rối loạn chức năng sinh dục, Mất phản xạ tại chân"
Hội chứng đuôi ngựa,Điều trị,Cauda equina syndrome,"Phẩu thuật khẩn cấp, Thuốc giảm viêm NSAIDs, Thuốc giảm đau Corticosteroids, Thuốc kháng sinh"
Hội chứng đuôi ngựa,Nguyên nhân,Cauda equina syndrome,"Khối u, Tổn thương cột sống, Nhiễm trùng ở cột sống, Bị hẹp ống sống do bẩm sinh, Chấn thương, Dị dạng động tĩnh mạch cột sống, Xuất huyết tủy sống, Biến chứng do phẩu thuật cột sống thắt lưng"
Hội chứng động mạch tủy sống trước,Triệu chứng,Anterior spinal artery syndrome,"Liệt hai chân hoặc toàn thân, Mất cảm giác đau và nhiệt độ"
Hội chứng động mạch tủy sống trước,Điều trị,Anterior spinal artery syndrome,"Phẫu thuật, Vật lí trị liệu và phục hồi chức năng"
Hội chứng động mạch tủy sống trước,Nguyên nhân,Anterior spinal artery syndrome,Nhồi máu tủy sống do tắc động mạch
Lao phổi,Triệu chứng,Pulmonary tuberculosis,"Ho kéo dài hơn 3 tuần, Đau ngực, Cảm thấy mệt mỏi mọi lúc, Đổ mồ hôi trộm về đêm, Sốt nhẹ, Chán ăn, Gầy sút"
Lao phổi,Điều trị,Pulmonary tuberculosis,"Thuốc trị lao, Thực hiện các phác đồ kháng lao theo giai đoạn"
Lao phổi,Nguyên nhân,Pulmonary tuberculosis,"Do vi khuẩn Mucobacterium, Do vi khuẩn lao phát tán"
Liệt dây thần kinh mặt,Triệu chứng,Facial nerve palsy,"Hai bên mặt mất cân đối đột ngột, Nửa mặt bên liệt bất động, Mắt bệnh nhân nhắm không kín, Chảy dãi, Nước một góc miệng"
Liệt dây thần kinh mặt,Điều trị,Facial nerve palsy,"Phẫu thuật giảm phù nề, Chèn ép trong ống xương, Dùng thuốc chống virus, Châm cứu dây thần kinh số 7, Vật lý trị liệu"
Liệt dây thần kinh mặt,Nguyên nhân,Facial nerve palsy,"Liệt mặt vô căn, Bệnh lý mạch máu não, Tai biến trong can thiệp y khoa, Nhiễm trùng, Bệnh lý thần kinh, Ưng thư, Tăng huyết áp thai kỳ, Bệnh lý mạch máu não, Khối u trong sọ, Giang mai, HIV, Bệnh lý viêm mạch"
Loạn dưỡng cơ tủy,Triệu chứng,Spinal muscular dystrophy,"Yếu cơ tiến triển, Khó nuốt, Khó thở"
Loạn dưỡng cơ tủy,Điều trị,Spinal muscular dystrophy,"Thuốc Spinraza, Trị liệu gene Zolgensma"
Loạn dưỡng cơ tủy,Nguyên nhân,Spinal muscular dystrophy,"Đột biến gen SMN1 gây thoái hóa tế bào thần kinh vận động, Bệnh lý di truyền , Bệnh di truyền trên nhiễm sắc thể giới tính X"
Múa giật Huntington,Triệu chứng,Huntington's chorea,"Rối loạn vận động như vận động quằn quại, Co giật, Co thắt cơ, Vận động mắt có sự bất thường, Gặp vấn đề về khả năng thăng bằng và đi lại, Phát âm khó khăn, Rối loạn tâm lý, Mất ngủ, Dễ nóng giận, Cơ thể mệt mỏi, Rối loạn ám ảnh cưỡng chế, Rối loạn lưỡng cực "
Múa giật Huntington,Điều trị,Huntington's chorea,"Thuốc Tetrabenazine giúp ức chế tình trạng co giật, Thuốc chống loạn thần, Thuốc chống trầm cảm, Thuốc ổn định tính khí, Ngôn ngữ trị liệu, Vật lí trị liệu, Hoạt động trị liệu "
Múa giật Huntington,Nguyên nhân,Huntington's chorea,"Tiền sử mắc bệnh Lupus ban đỏ hệ thống, Mắc các bệnh về nhiễm trùng, Các bệnh lý di truyền, Mắc AIDS, Thuốc an thần hay levodopa, Rối loạn nội tiết, Hạ đường huyết"
Não úng thủy,Triệu chứng,Hydrocephalus,"Đầu phình to, trán dô, nôn mửa, co giật, mạch máu nổi trên đầu, đau đầu dữ dội vào buổi sáng, nhìn mờ, song thị, rối loạn thăng bằng, suy giảm trí nhớ, tiểu không tự chủ"
Não úng thủy,Điều trị,Hydrocephalus,"Đặt ống dẫn lưu dịch não tủy, phẩu thuật nội soi mở thông não thất thứ 3, dùng thuốc hỗ trợ, Vật lí trị liệu"
Não úng thủy,Nguyên nhân,Hydrocephalus,"Dị tật Arnold-Chiari, Dị tật ống trung não, Hội chứng Dandy-walker, di truyền, nhiễm trùng bào thai, xuất huyết não, nhiễm trùng thần kinh trung ương, u não"
Parkinson,Triệu chứng,Parkinson,"Tính cách thay đổi, Phối hợp các hoạt động chậm chạp, Giảm cảm giác về mùi, Các vấn đề về đường ruột, Đau vai, Mệt mỏi, Rối loạn giấc ngủ "
Parkinson,Điều trị,Parkinson,"Thuốc đồng vận dopamine, Thuốc thay thế dopamine, Thuốc ức chế dị hóa dopamine, Thuốc kháng cholinergic, Phẩu thuật, Vật lí trị liệu, Phương pháp trị liệu ngôn ngữ"
Parkinson,Nguyên nhân,Parkinson,"Do tuổi tác, do di truyền, thần kinh bị thoái hóa, Chấn thương sọ não"
Phổi tắc nghẽn mạn tính,Triệu chứng,Chronic obstructive pulmonary disease,"Tăng khó thở, Ho khan dai dẳng có đờm, Nhiễm trùng ngực thường xuyên, Khò khè liên tục"
Phổi tắc nghẽn mạn tính,Điều trị,Chronic obstructive pulmonary disease,"Ngừng hút thuốc, ống hít và thuốc, Sử dụng kháng sinh, Các thuốc hỗ trợ, Thở oxy hoặc thở máy, Bài tập phục hồi chức năng phổi"
Phổi tắc nghẽn mạn tính,Nguyên nhân,Chronic obstructive pulmonary disease,"Phổi bị viêm, Tổn thương và hẹp đường dẫn khí, Hút thuốc, Giãn phế quản, Di chứng lao phổi"
Rỗng tủy sống,Triệu chứng,Spinal cord injury,"Đau đầu dữ dội dưới chẩm, Khàn tiếng, Khó nuốt, Ho khi nuốt, Rối loạn thị giác, Chóng mặt, Ù tai, Giảm thị lực, Mắc bệnh rễ thần kinh, Yếu dần và teo cơ ở cánh tay, Co rút cơ hoặc căng cơ ở cánh tay, giảm nhạy cảm với cơn đau hoặc nhiệt, Mất kiểm soát ruột và bàng quang"
Rỗng tủy sống,Điều trị,Spinal cord injury,"Quản lí cơn đau bằng thuốc, Vật lí trị liệu và phục hồi chức năng, Hạn chế một số hoạt động nhất định, Trị liệu dị tật Chiari, Trị bệnh rỗng tủy hậu chấn thương, Loại bỏ tắc nghẽn, Rút dịch hốc tủy, Phẫu thuật giải phóng áp lực"
Rỗng tủy sống,Nguyên nhân,Spinal cord injury,"Tắc nghẽn hoặc gián đoạn đường đi dịch tủy não, Thoát vị tủy hoặc màng tủy do bẩm sinh, Hội chứng trói buộc tủy, Chấn thương tủy sống, Khối u tủy sống, Viêm màng nhện, Viêm màng não"
Thoát vị đĩa đệm chèn ép tủy sống,Triệu chứng,Herniated disc compressing spinal cord,"Đau nhức cổ diện rộng, Có cảm giác tê từ cổ lan ra toàn thân, Yếu cơ, Giảm phản xạ, Mất kiểm soát bàng quang "
Thoát vị đĩa đệm chèn ép tủy sống,Điều trị,Herniated disc compressing spinal cord,"Thuốc giảm đau, Thuốc giãn cơ, Vật lý trị liệu kéo giãn cột sống, Phẫu thuật lấy nhân đĩa đệm chèn ép"
Thoát vị đĩa đệm chèn ép tủy sống,Nguyên nhân,Herniated disc compressing spinal cord,"Sai tư thế, Chấn thương, Thoái hóa tự nhiên, Đĩa đệm cột sống bị thoái vị, Đĩa đệm chèn vào tủy sống, Lão hóa, Chấn thương, Lao động nặng"
Tổn thương tủy sống,Triệu chứng,Spinal cord injury,"Đau nhức liên tục, Huyết áp lên xuống, Mất kiểm soát trong vệ sinh cá nhân, Yếu hoặc liệt nhóm cơ, Mất cảm giác, Tê bì chân tay, Thân nhiệt trồi sụt thất thường"
Tổn thương tủy sống,Điều trị,Spinal cord injury,"Phẩu thuật, Vật lí trị liệu, Dùng thuốc Corticosteroids,Thuốc kháng sinh, Châm cứu "
Tổn thương tủy sống,Nguyên nhân,Spinal cord injury,"Chấn thương cột sống, Sự xuất hiện của khối u, Thoát vị đĩa đệm, Nhiễm trùng, Sự bất thường của hệ mạch máu"
U tủy sống,Triệu chứng,Spinal myeloma,"Đau cổ hoặc đau lưng kéo dài, Giảm kỹ năng vận động, Yếu cơ, Rối loạn cảm giác, Mất kiểm soát vòng cơ, Biến dạng cột sống, Rối loạn tiểu tiện"
U tủy sống,Điều trị,Spinal myeloma,"Lấy mẫu sinh thiết, Loại bỏ khối u, Giảm kích thước khối u bằng xạ trị hoặc hóa trị "
U tủy sống,Nguyên nhân,Spinal myeloma,"Khối u nguyên phát, Khối u di căn từ các bệnh ung thư khác, Do di truyền"
Viêm cột sống dính khớp,Triệu chứng,Ankylosing spondylitis,"Đau lưng mãn tính, Cứng khớp vào buổi sáng, Cột sống bị dính, Giảm khả năng di chuyển"
Viêm cột sống dính khớp,Điều trị,Ankylosing spondylitis,"Dùng thuốc kháng viêm như Ibuprofen hay Naproxen, Thuốc sinh học TNF inhibitors, Vật lý trị liệu, Yoga, Phẫu thuật"
Viêm cột sống dính khớp,Nguyên nhân,Ankylosing spondylitis,"Di truyền, Giới tính, Tuổi tác, Bệnh tự miễn tấn công cột sống và tủy sống, Bệnh nền "
Viêm dây thần kinh ngoại biên,Triệu chứng,Peripheral neuropathy,"Ngứa râm ran ở chân hoặc bàn chân, Đau và tê bì, Chóng mặt, Vấn đề ở cơ bắp, Vấn đề về tim mạch và tiêu hóa, Khô miệng, Khô mắt, Vấn đề tình dục, Vấn đề Bàng quang"
Viêm dây thần kinh ngoại biên,Điều trị,Peripheral neuropathy,"Kiểm soát đường huyết, Sử dụng các khoáng chất vitamin B12, Sử dụng thuốc chống trầm cảm, Thuốc động kinh, Thuốc tê, Vật lí trị liệu, Phẫu thuật, Châm cứu"
Viêm dây thần kinh ngoại biên,Nguyên nhân,Peripheral neuropathy,"Dây thần kinh ngoại biên bị tổn thương, Chấn thương, Bệnh lý chuyển hóa, Nhiễm trùng, Tiếp xúc với hóa chất độc hại"
Viêm màng não,Triệu chứng,Meningitis,"Sốt cao, Đau đầu, Cứng cổ, Buồn nôn hay nôn ói, Nhạy cảm với ánh sáng, Mệt mỏi, ngủ li bì, thóp phồng, co giật"
Viêm màng não,Điều trị,Meningitis,"Thuốc kháng sinh, Hồi sức tích cực, Thở máy qua nội khí quản, Đặt truyền tĩnh mạch trung tâm, Lọc máu, Sử dụng thuốc chống phù não"
Viêm màng não,Nguyên nhân,Meningitis,"Phế cầu khuẩn, Liên cầu khẩu nhóm B, Vi khuẩn não mô cầu, Vi khuẩn Haemophilus, Vi khuẩn Listeria monocytogenes, Vi khuẩn E.coli, Chấn thương vùng đầu, Suy giảm miễn dịch"
Viêm phế quản mạn tính,Triệu chứng,Chronic bronchitis,"Ho dai dẳng kéo dài, Khạc đờm, Khó thở, Thở khò khè, Mệt mỏi, Ớn lạnh, Sốt, Tức ngực, Tắc nghẽn xoang"
