Question,Name,Intent,Scientific_name,Answer
"Tôi bị u tuyến yên, triệu chứng ra sao và vì sao vậy?",u tuyến yên,"['Triệu chứng', 'Nguyên nhân']",Pituitary Adenoma,"Triệu chứng: Đau đầu, vấn đề thị giác (như mờ mắt hoặc mất thị lực ngoại vi), mất cân bằng hormone (như sản xuất quá mức hoặc thiếu hụt các hormone cụ thể), mệt mỏi, tăng hoặc giảm cân, rối loạn kinh nguyệt, vô sinh, rối loạn cương dương, bất thường tăng trưởng ở trẻ em, thay đổi tâm trạng, suy giảm nhận thức. Nguyên nhân: Tăng trưởng bất thường của tế bào trong tuyến yên, thường không rõ nguyên nhân"
"Tôi bị đau lưng vì hội chứng qt kéo dài, nên làm gì bây giờ?",hội chứng qt kéo dài,['Điều trị'],Long QT Syndrome,Thuốc chống loạn nhịp; cấy máy khử rung tim; tránh dùng thuốc kéo dài QT
"Khi bị loạn dưỡng xương sụn, tôi sẽ nhận thấy thay đổi gì?",loạn dưỡng xương sụn,['Triệu chứng'],Osteochondrosis,"Đau khớp, cứng khớp, sưng, giảm phạm vi chuyển động"
"Tôi bị thoát vị đĩa đệm, tôi muốn biết tại sao",thoát vị đĩa đệm,['Nguyên nhân'],Herniated Disc,"do tổn thương từ việc nâng vật nặng quá sức, lão hóa, ngồi sai tư thế hoặc chấn thương. Bệnh này thường gặp ở người làm việc văn phòng, lao động nặng hoặc vận động viên."
"Tôi bị đau lưng vì chứng ám ảnh ăn uống lành mạnh, nên làm gì bây giờ?",chứng ám ảnh ăn uống lành mạnh,['Điều trị'],Orthorexia Nervosa,"Tâm lý trị liệu (như liệu pháp hành vi nhận thức hoặc liệu pháp chấp nhận và cam kết), giáo dục dinh dưỡng, thách thức niềm tin méo mó, giải quyết các vấn đề cơ bản"
"Đau khớp do rỗng tủy sống, có phải bệnh nghiêm trọng không?",rỗng tủy sống,['Triệu chứng'],Spinal cord injury,"Đau đầu dữ dội dưới chẩm, Khàn tiếng, Khó nuốt, Ho khi nuốt, Rối loạn thị giác, Chóng mặt, Ù tai, Giảm thị lực, Mắc bệnh rễ thần kinh, Yếu dần và teo cơ ở cánh tay, Co rút cơ hoặc căng cơ ở cánh tay, giảm nhạy cảm với cơn đau hoặc nhiệt, Mất kiểm soát ruột và bàng quang"
Tôi bị xơ củ vì sao mà cứ tái phát?,xơ củ,['Nguyên nhân'],Tuberous Sclerosis,Đột biến gen TSC1 hoặc TSC2 gây tăng trưởng khối u
Có phải thiếu protein do tôi làm việc nặng quá không?,thiếu protein,['Nguyên nhân'],Protein Deficiency,Chế độ ăn thiếu protein hoặc rối loạn hấp thu
"Tôi thấy khó chịu ở xốp xương tai, phải làm sao để hết?",xốp xương tai,['Điều trị'],Otosclerosis,"Máy trợ thính, can thiệp phẫu thuật (như thay xương bàn đạp hoặc cắt xương bàn đạp để thay thế xương bị ảnh hưởng trong tai giữa), liệu pháp natri fluoride (để làm chậm tiến triển của tình trạng), chiến lược giao tiếp và hỗ trợ (như đọc môi hoặc ngôn ngữ ký hiệu), đánh giá thính lực định kỳ"
Bệnh liệt dạ dày có triệu chứng gì và nguyên nhân từ đâu?,liệt dạ dày,"['Triệu chứng', 'Nguyên nhân']",Gastroparesis,"Triệu chứng: Buồn nôn, nôn, no sớm, đầy hơi, đau bụng, chán ăn. Nguyên nhân: Tổn thương thần kinh do tiểu đường hoặc phẫu thuật"
Bệnh tắc nghẽn phổi biểu hiện ra sao và có cách nào điều trị không?,tắc nghẽn phổi,"['Triệu chứng', 'Điều trị']",Pulmonary Congestion,"Triệu chứng: Khó thở, ho, thở khò khè, mệt mỏi, khó chịu hoặc tức ngực. Điều trị: Thuốc lợi tiểu, thuốc để quản lý tình trạng cơ bản (ví dụ: suy tim), liệu pháp oxy, thay đổi lối sống"
"Bệnh đau đầu mãn tính làm tôi mệt mỏi, đó là bình thường không?",đau đầu mãn tính,['Triệu chứng'],Chronic Headache,"Đau đầu kéo dài, căng ở cổ và vai"
"Tôi bị lậu và thấy đau, có thuốc nào tốt không?",lậu,['Điều trị'],Gonorrhea,"Kháng sinh (liệu pháp kép với ceftriaxone và azithromycin), thực hành tình dục an toàn, thông báo cho bạn tình"
"Bệnh u tủy sống có dấu hiệu gì, nguyên nhân là gì, và làm sao để chữa?",u tủy sống,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Spinal myeloma,"Triệu chứng: Đau cổ hoặc đau lưng kéo dài, Giảm kỹ năng vận động, Yếu cơ, Rối loạn cảm giác, Mất kiểm soát vòng cơ, Biến dạng cột sống, Rối loạn tiểu tiện. Điều trị: Lấy mẫu sinh thiết, Loại bỏ khối u, Giảm kích thước khối u bằng xạ trị hoặc hóa trị . Nguyên nhân: Khối u nguyên phát, Khối u di căn từ các bệnh ung thư khác, Do di truyền"
"Bị dị vật trong họng mà đau hoài, tại sao thế?",dị vật trong họng,['Nguyên nhân'],Foreign Body in the Throat,Nuốt phải dị vật do tai nạn
Đau ở nhược cơ là bệnh gì và có cách nào giảm không?,nhược cơ,"['Triệu chứng', 'Điều trị']",Myasthenia Gravis,"Triệu chứng: Yếu cơ, mệt mỏi, khó nói. Điều trị: Thuốc (chất ức chế acetylcholinesterase, thuốc ức chế miễn dịch), cắt bỏ tuyến ức (trong một số trường hợp)"
"Tôi bị lạc nội mạc tử cung, tôi muốn biết tại sao, những cách điều trị của bệnh.",lạc nội mạc tử cung,"['Nguyên nhân', 'Điều trị']",Endometriosis,"Nguyên nhân: Di căn của mô nội mạc tử cung ra ngoài tử cung, liên quan đến yếu tố di truyền và nội tiết. Điều trị: Thuốc giảm đau, điều trị hormone, phẫu thuật loại bỏ mô nội mạc ngoại tử cung"
"Tôi bị đau ở hội chứng conus medullaris, đó có phải bệnh không?",hội chứng conus medullaris,['Triệu chứng'],Conus medullaris syndrome,"Đau lưng dữ đội, Cảm giác lạ hay khó chịu ở lưng, Rối loạn chức năng ruột và bàng quang, Rối loạn chức năng tình dục"
"Tôi bị phình động mạch chủ ngực, có triệu chứng gì và nên làm gì để bớt đau?",phình động mạch chủ ngực,"['Triệu chứng', 'Điều trị']",Thoracic Aortic Aneurysm,"Triệu chứng: Đau ngực hoặc lưng, khó thở, khàn giọng, khó nuốt. Điều trị: Theo dõi thường xuyên và xét nghiệm hình ảnh để đánh giá kích thước và sự phát triển của phình, thay đổi lối sống (như kiểm soát huyết áp, tránh hút thuốc, quản lý cholesterol), thuốc (như thuốc chẹn beta, chất ức chế ACE) để kiểm soát huyết áp và giảm nguy cơ vỡ, can thiệp phẫu thuật"
Nguyên nhân nào khiến tôi bị giang mai và có cách điều trị không?,giang mai,"['Nguyên nhân', 'Điều trị']",Syphilis,"Nguyên nhân: Lây truyền qua giao hợp, từ mẹ sang con trong thai kỳ. Điều trị: Tiêm Penicillin là liệu pháp vàng; các kháng sinh thay thế cho dị ứng penicillin"
"Bệnh xuất huyết dịch kính có dấu hiệu gì, nguyên nhân là gì, và làm sao để chữa?",xuất huyết dịch kính,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Vitreous Hemorrhage,"Triệu chứng: Chấm nổi trong tầm nhìn, mờ mắt, đau mắt. Điều trị: Quan sát, điều trị laser, phẫu thuật cắt dịch kính (trong trường hợp nặng). Nguyên nhân: Chảy máu trong mắt do chấn thương hoặc bệnh lý võng mạc"
Tôi bị u trung thất thì cảm thấy thế nào và tại sao?,u trung thất,"['Triệu chứng', 'Nguyên nhân']",Mediastinal tumor,"Triệu chứng: Ho, hụt hơi, đau ngực, Buồn nôn và nôn, Sốt, Ớn lạnh, Đổ mồ hồi đêm, Ho ra máu, Khàn tiếng, Giảm cân không chủ đích, Nổi hạch. Nguyên nhân: Trung thất trước: Ung thư hạch, U tuyến ức và u nang tuyến ức, Tế bào mầm, Khối trung thất tuyến giáp; Trung thất giữa: U nang phế quản, Nổi hạch trung thất, U nang màng ngoài tim, Các khối u khí quản, Khối u thực quản; Trung thất sau: Khối u thần kinh, U nang thần kinh, Bất thường cột sống, Bất thường mạch máu"
Bị huntington thì có gì bất thường không?,huntington,['Triệu chứng'],Huntington Disease,"Triệu chứng vận động, nhận thức và tâm thần"
Tôi bị suy thận vì sao mà cứ tái phát?,suy thận,['Nguyên nhân'],Kidney Failure,Bệnh thận mãn tính hoặc tổn thương cấp tính
"Bị đau thắt ngực ổn định mà đau hoài, đó là bình thường không?",đau thắt ngực ổn định,['Triệu chứng'],Stable Angina,"Đau hoặc khó chịu ở ngực khi gắng sức, giảm khi nghỉ ngơi hoặc dùng nitroglycerin"
"Tôi hay bị đau khi bị đau đầu do căng thẳng, đó có phải vấn đề không?",đau đầu do căng thẳng,['Triệu chứng'],Tension Headache,"Đau đầu từ nhẹ đến trung bình, cảm giác căng hoặc áp lực ở cả hai bên đầu"
Bị lạm dụng thuốc thì nên ăn uống thế nào để mau khỏe?,lạm dụng thuốc (barbiturates),['Điều trị'],Drug Abuse (Barbiturates),"Giải độc y tế, chăm sóc hỗ trợ, tư vấn, chương trình phục hồi"
Bệnh gãy cổ biểu hiện thế nào và do nguyên nhân gì?,gãy cổ,"['Triệu chứng', 'Nguyên nhân']",Fracture of the Neck,"Triệu chứng: Đau cổ nghiêm trọng, sưng, nhạy cảm, khó cử động hoặc xoay đầu, tê hoặc yếu ở tay hoặc chân. Nguyên nhân: Chấn thương cổ do tai nạn hoặc ngã"
"Bệnh polyp tử cung làm tôi mệt, tại sao vậy?",polyp tử cung,['Triệu chứng'],Endometrial Polyps,"Kinh nguyệt không đều, chảy máu giữa chu kỳ, đau bụng nhẹ"
"Tôi bị gai cột sống, triệu chứng ra sao và vì sao vậy?",gai cột sống,"['Triệu chứng', 'Nguyên nhân']",spondylosis,"Triệu chứng: ê buốt, tê các bộ phận ở cột sống hoặc tạo thành những cơn đau lan dọc dây thần kinh, làm suy yếu tay chân.. Nguyên nhân: do đĩa đệm bị mất nước, co lại, gây áp lực lên xương và kích thích gai xương tăng trưởng."
"Tôi bị van niệu đạo, triệu chứng là gì, do đâu, và chữa thế nào?",van niệu đạo,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Urethral Valves,"Triệu chứng: Khó hoặc dòng nước tiểu yếu, nhiễm trùng đường tiết niệu, tiểu nhiều hoặc khẩn cấp, bụng phình, chậm tăng cân. Điều trị: Can thiệp phẫu thuật (cắt bỏ hoặc phá van), đặt ống thông, thuốc cho triệu chứng và biến chứng. Nguyên nhân: Bất thường bẩm sinh trong niệu đạo"
"Tôi bị vảy nến, cảm thấy thế nào và nên làm gì để khỏe?",vảy nến,"['Triệu chứng', 'Điều trị']",Psoriasis,"Triệu chứng: Da đỏ, sần sùi với lớp vảy bạc, có thể ngứa và gây khó chịu. Điều trị: Kem corticosteroid, liệu pháp ánh sáng, thuốc ức chế miễn dịch"
"Tôi bị tiền sản giật và thấy mệt, do nguyên nhân gì?",tiền sản giật,['Nguyên nhân'],Preeclampsia,Rối loạn chức năng nhau thai và mạch máu trong thai kỳ
"Tôi hay bị đau khi bị suy buồng trứng sớm, đó có phải vấn đề không?",suy buồng trứng sớm,['Triệu chứng'],Premature Ovarian Failure,"Rối loạn kinh nguyệt, bốc hỏa, khô âm đạo, vô sinh"
Bị nhiễm trùng đường tiết niệu thì có triệu chứng gì và nguyên nhân là gì?,nhiễm trùng đường tiết niệu (uti),"['Triệu chứng', 'Nguyên nhân']",Urinary Tract Infection (UTI),"Triệu chứng: Đau khi tiểu, tiểu nhiều, đau vùng chậu, nước tiểu đục. Nguyên nhân: Nhiễm khuẩn do vi khuẩn, thường là E. coli, phổ biến hơn trong thai kỳ"
Vì sao tôi hay bị trật khớp mắt cá chân và có cách nào để hết không?,trật khớp mắt cá chân,"['Nguyên nhân', 'Điều trị']",Dislocation of the Ankle,"Nguyên nhân: Chấn thương hoặc lực mạnh tác động lên mắt cá chân. Điều trị: Nắn chỉnh (sắp xếp lại xương), bất động, phục hồi chức năng"
Bệnh viêm gan c gây ra triệu chứng gì và tôi cần làm gì để giảm?,viêm gan c,"['Triệu chứng', 'Điều trị']",Hepatitis C Virus infection,"Triệu chứng: Thường không rõ ràng ban đầu; nếu có: mệt mỏi, vàng da hoặc mắt, đau cơ, rối loạn tiêu hóa, Phân nhạt màu hoặc xám; Đau khớp;. Điều trị: Điều trị bằng liệu pháp kháng virus trực tiếp (DAAs), dùng các loại thuốc kháng virus bao gồm ledipasvir/sofosbuvir (Harvoni) và daclatasvir (Daklinza)"
"Tôi bị hội chứng tiết adh không phù hợp, vì sao vậy và có cách nào giảm không?",hội chứng tiết adh không phù hợp (siadh),"['Nguyên nhân', 'Điều trị']",Syndrome of Inappropriate Secretion of ADH (SIADH),"Nguyên nhân: Rối loạn tiết hormone chống bài niệu. Điều trị: Điều trị nguyên nhân cơ bản, hạn chế chất lỏng, thuốc ức chế tiết ADH (vasopressin), xử lý mất cân bằng điện giải"
Bệnh viêm tai giữa gây ra dấu hiệu gì và tại sao lại thế?,viêm tai giữa,"['Triệu chứng', 'Nguyên nhân']",Otitis Media,"Triệu chứng: Đau tai, sốt, chảy dịch từ tai. Nguyên nhân: Nhiễm trùng tai giữa do vi khuẩn hoặc virus"
"Bệnh xơ nang có triệu chứng gì, nguyên nhân từ đâu, và tôi nên làm gì để giảm triệu chứng?",xơ nang,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Cystic Fibrosis,"Triệu chứng: Ho dai dẳng với đờm đặc, nhiễm trùng phổi tái phát, chậm tăng trưởng hoặc tăng cân, da có vị mặn. Điều trị: Thuốc (thuốc làm loãng đờm, thuốc giãn phế quản), vật lý trị liệu ngực, bổ sung enzyme, ghép phổi (trong trường hợp nặng). Nguyên nhân: Đột biến gen CFTR gây rối loạn tiết dịch"
Bệnh u nhú sinh dục có dấu hiệu gì và làm sao để bớt khó chịu?,u nhú sinh dục,"['Triệu chứng', 'Điều trị']",Genital Papilloma (Condyloma acuminata),"Triệu chứng: Xuất hiện các nốt sần, nhỏ trên vùng sinh dục, có thể ngứa hoặc châm chích. Điều trị: Điều trị bằng cryotherapy, thuốc bôi hoặc laser, tùy mức độ"
"Bệnh hạ canxi máu có triệu chứng gì, vì sao bị, và điều trị ra sao?",hạ canxi máu,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Hypocalcemia,"Triệu chứng: Tê hoặc ngứa ran ở ngón tay hoặc quanh miệng, chuột rút cơ. Điều trị: Bổ sung canxi và vitamin D, điều trị nguyên nhân cơ bản, canxi tiêm tĩnh mạch (trong trường hợp nặng). Nguyên nhân: Thiếu canxi hoặc rối loạn chuyển hóa"
"Bệnh ung thư đầu và cổ làm tôi mệt, tại sao vậy?",ung thư đầu và cổ,['Triệu chứng'],Head and Neck Cancer,"Đau họng kéo dài, khó nuốt, thay đổi giọng nói, đau tai, khối u ở cổ, giảm cân"
